,id,date,team1,team2,score1,score2,vegas_spread,money_line1,money_line2,over_under,elo_prob1,raptor_prob1,elo_spread,raptor_spread
198,198,2019-11-19,MEM,GS,95,114,-6.0,-260,210,221.5,0.5344,0.7965,-1.0,-8.5
199,199,2019-11-19,SAC,PHX,120,116,-3.0,-155,135,219.0,0.6936,0.608,-5.0,-2.5
200,200,2019-11-19,LAL,OKC,112,107,-11.0,-700,500,209.5,0.6798,0.7992,-4.5,-8.5
201,201,2019-11-20,PHI,NY,109,104,-12.5,-900,600,210.5,0.9067,0.9373,-14.0,-17.0
202,202,2019-11-20,WAS,SA,138,132,2.0,110,-130,237.5,,,,
203,203,2019-11-20,MIA,CLE,124,100,-9.5,-500,375,213.5,0.8607,0.8028,-11.5,-8.5
204,204,2019-11-20,ATL,MIL,127,135,11.0,500,-700,232.0,0.2207,0.1842,8.0,9.0
205,205,2019-11-20,DAL,GS,142,94,-15.0,-1600,900,216.0,0.6363,0.9651,-3.5,-20.5
206,206,2019-11-20,BKN,CHA,101,91,-4.5,-190,160,219.0,0.6473,0.6858,-4.0,-5.0
207,207,2019-11-20,TOR,ORL,113,97,-3.0,-150,130,207.0,0.8177,0.5769,-9.5,-2.0
208,208,2019-11-20,CHI,DET,109,89,1.0,-105,-115,222.5,0.5398,0.5964,-1.0,-2.5
209,209,2019-11-20,MIN,UTA,95,103,3.0,130,-150,222.0,0.4947,0.567,0.0,-1.5
210,210,2019-11-20,DEN,HOU,105,95,-1.5,-125,105,221.5,0.5459,0.5474,-1.0,-1.0
211,211,2019-11-20,LAC,BOS,107,104,-7.0,-300,240,217.0,0.5231,0.7994,-0.5,-8.5
212,212,2019-11-21,MIL,POR,137,129,-14.0,-1200,750,228.5,0.8196,0.918,-9.5,-15.0
213,213,2019-11-21,PHX,NO,121,124,-3.0,-155,135,234.0,0.621,0.7421,-3.0,-6.5
214,214,2019-11-22,DET,ATL,128,103,-6.0,-265,215,226.5,0.6833,0.7135,-5.0,-5.5
215,215,2019-11-22,WAS,CHA,125,118,-6.0,-250,200,234.5,,,,
216,216,2019-11-22,BKN,SAC,116,97,-2.0,-135,115,214.0,0.6317,0.516,-3.5,-0.5
217,217,2019-11-22,PHI,SA,115,104,-7.0,-300,240,221.0,0.7576,0.8799,-7.0,-12.5
218,218,2019-11-22,CHI,MIA,108,116,4.5,160,-190,217.0,0.366,0.4654,3.5,1.0
219,219,2019-11-22,OKC,LAL,127,130,4.5,170,-200,209.5,0.587,0.5371,-2.0,-1.0
220,220,2019-11-22,DAL,CLE,143,101,-10.0,-650,450,221.5,0.8304,0.8388,-10.0,-10.0
221,221,2019-11-22,DEN,BOS,96,92,-5.0,-210,175,206.5,0.5959,0.7052,-2.5,-5.5
222,222,2019-11-22,UTA,GS,113,109,-16.0,-3500,1300,208.5,0.7777,0.9728,-8.0,-22.0
223,223,2019-11-22,LAC,HOU,122,119,-5.5,-210,175,226.5,0.5136,0.679,-0.5,-4.5
224,224,2019-11-23,MIN,PHX,98,100,-4.5,-200,170,234.5,0.7248,0.6332,-6.0,-3.5
225,225,2019-11-23,CHA,CHI,115,116,2.0,110,-130,219.5,0.7236,0.4776,-6.0,0.5
226,226,2019-11-23,IND,ORL,111,106,-6.5,-275,225,201.5,0.6781,0.6117,-4.5,-3.0
227,227,2019-11-23,PHI,MIA,113,86,-5.5,-250,200,211.5,0.6679,0.7177,-4.5,-6.0
228,228,2019-11-23,NY,SA,104,111,3.0,135,-155,217.0,0.3674,0.5629,3.5,-1.5
229,229,2019-11-23,ATL,TOR,116,119,7.5,260,-330,223.5,0.2276,0.3345,7.5,4.5
230,230,2019-11-23,MEM,LAL,108,109,8.0,280,-360,225.5,0.3853,0.3962,3.0,2.5
231,231,2019-11-23,CLE,POR,110,104,6.5,225,-275,226.0,0.3513,0.5677,4.0,-1.5
232,232,2019-11-23,MIL,DET,104,90,-13.0,-1200,750,225.5,0.9013,0.8969,-13.5,-13.5
233,233,2019-11-23,UTA,NO,128,120,-5.5,-240,190,226.0,0.8197,0.7298,-9.5,-6.0
234,234,2019-11-24,HOU,DAL,123,137,-5.5,-240,190,230.0,0.7882,0.7473,-8.0,-6.5
235,235,2019-11-24,WAS,SAC,106,113,-2.5,-135,115,233.0,,,,
236,236,2019-11-24,NY,BKN,101,103,2.5,115,-135,215.0,0.386,0.4054,3.0,2.5
237,237,2019-11-24,DEN,PHX,116,104,-11.0,-700,500,214.0,0.8489,0.8389,-10.5,-10.0
238,238,2019-11-24,LAC,NO,134,109,-13.0,-1200,750,233.0,0.8003,0.8786,-8.5,-12.5
239,239,2019-11-25,DET,ORL,103,88,-4.5,-190,160,207.5,0.5211,0.5511,-0.5,-1.5
240,240,2019-11-25,IND,MEM,126,114,-9.5,-500,375,217.0,0.8166,0.7098,-9.5,-5.5
241,241,2019-11-25,CLE,BKN,106,108,-1.0,-120,100,218.5,0.4629,0.6544,1.0,-4.0
242,242,2019-11-25,TOR,PHI,101,96,1.5,105,-125,212.0,0.7352,0.4486,-6.5,1.5
243,243,2019-11-25,BOS,SAC,103,102,-6.0,-290,235,205.5,0.8286,0.8045,-10.0,-9.0
244,244,2019-11-25,MIA,CHA,117,100,-10.5,-700,500,212.5,0.7947,0.8421,-8.5,-10.5
245,245,2019-11-25,ATL,MIN,113,125,4.5,160,-190,236.5,0.5006,0.4488,0.0,1.5
246,246,2019-11-25,MIL,UTA,122,118,-8.5,-425,325,226.5,0.7695,0.7216,-7.5,-6.0
247,247,2019-11-25,CHI,POR,94,117,1.0,100,-120,225.5,0.4173,0.6297,2.0,-3.5
248,248,2019-11-25,SA,LAL,104,114,4.5,170,-200,222.5,0.5278,0.3167,-0.5,5.0
249,249,2019-11-25,GS,OKC,97,100,7.5,260,-330,213.0,0.5838,0.2413,-2.0,7.0
250,250,2019-11-26,DAL,LAC,99,114,1.5,105,-125,226.5,0.5992,0.5202,-2.5,-0.5
251,251,2019-11-26,DEN,WAS,117,104,-10.5,-650,450,227.5,0.8367,0.8984,-10.0,-13.5
252,252,2019-11-27,IND,UTA,121,102,0.0,-110,-110,207.5,0.572,0.4545,-2.0,1.0
253,253,2019-11-27,BOS,BKN,121,110,-8.5,-400,300,214.0,0.8197,0.7676,-9.5,-7.5
254,254,2019-11-27,PHI,SAC,97,91,-9.0,-500,375,211.0,0.7999,0.8561,-8.5,-11.0
255,255,2019-11-27,CLE,ORL,104,116,0.0,-110,-110,209.5,0.4218,0.4868,2.0,0.5
256,256,2019-11-27,CHA,DET,102,101,3.5,150,-180,215.5,0.6194,0.4194,-3.0,2.0
257,257,2019-11-27,TOR,NY,126,98,-9.5,-600,425,211.0,0.9478,0.8911,-18.0,-13.0
258,258,2019-11-27,MIL,ATL,111,102,-14.5,-1600,900,239.5,0.9331,0.9091,-16.5,-14.5
259,259,2019-11-27,MEM,LAC,119,121,6.5,225,-275,226.5,0.3405,0.4338,4.0,1.5
260,260,2019-11-27,HOU,MIA,117,108,-7.0,-310,250,227.0,0.7194,0.8732,-6.0,-12.0
261,261,2019-11-27,SA,MIN,101,113,-3.0,-150,130,230.0,0.6442,0.3998,-3.5,2.5
262,262,2019-11-27,PHX,WAS,132,140,-6.5,-290,235,240.5,0.6154,0.8286,-3.0,-10.0
263,263,2019-11-27,NO,LAL,110,114,6.5,260,-330,231.5,0.4174,0.3808,2.0,3.0
264,264,2019-11-27,POR,OKC,136,119,-2.5,-145,125,219.5,0.6656,0.4558,-4.5,1.0
265,265,2019-11-27,GS,CHI,104,90,2.0,110,-130,215.0,0.7725,0.5157,-7.5,-0.5
266,266,2019-11-29,BKN,BOS,112,107,4.0,150,-180,213.5,0.4011,0.4508,2.5,1.0
267,267,2019-11-29,DET,CHA,107,110,-8.0,-330,260,213.0,0.6527,0.8005,-4.0,-8.5
268,268,2019-11-29,ORL,TOR,83,90,3.0,130,-150,209.0,0.3818,0.5967,3.0,-2.5
269,269,2019-11-29,NY,PHI,95,101,6.5,230,-280,209.0,0.216,0.131,8.0,11.5
270,270,2019-11-29,CLE,MIL,110,119,11.0,500,-700,229.5,0.1639,0.2573,10.0,6.5
271,271,2019-11-29,IND,ATL,105,104,-11.0,-700,500,224.5,0.8547,0.7903,-11.0,-8.0
272,272,2019-11-29,MIA,GS,122,105,-11.5,-750,525,209.0,0.7448,0.7624,-6.5,-7.0
273,273,2019-11-29,OKC,NO,109,104,-4.5,-195,165,229.0,0.7534,0.7222,-7.0,-6.0
274,274,2019-11-29,MEM,UTA,94,103,7.5,260,-330,223.0,0.3518,0.3591,4.0,3.5
275,275,2019-11-29,SA,LAC,107,97,5.0,180,-220,224.5,0.4491,0.2285,1.5,7.5
276,276,2019-11-29,PHX,DAL,113,120,2.0,115,-135,230.5,0.452,0.527,1.0,-0.5
277,277,2019-11-29,POR,CHI,107,103,-7.0,-300,240,227.0,0.8496,0.765,-10.5,-7.5
278,278,2019-11-29,LAL,WAS,125,103,-11.5,-750,525,235.5,0.8059,0.8211,-9.0,-9.5
279,279,2019-11-30,SAC,DEN,100,97,4.0,155,-185,205.5,0.4134,0.3714,2.0,3.5
280,280,2019-11-30,PHI,IND,119,116,-6.0,-260,210,207.5,0.6976,0.8319,-5.0,-10.0
281,281,2019-11-30,MIL,CHA,137,96,-14.0,-1500,850,225.0,0.9021,0.93,-14.0,-16.0
282,282,2019-11-30,HOU,ATL,158,111,-14.0,-1500,850,238.0,0.8993,0.9117,-13.5,-14.5
283,283,2019-12-01,BKN,MIA,106,109,4.0,155,-185,215.0,0.5198,0.5965,-0.5,-2.5
284,284,2019-12-01,NY,BOS,104,113,7.5,300,-400,208.5,0.1883,0.197,9.0,8.5
285,285,2019-12-01,MIN,MEM,107,115,-12.0,-1000,650,231.0,0.7814,0.7812,-8.0,-8.0
286,286,2019-12-01,LAL,DAL,100,114,-6.5,-275,225,222.5,0.7087,0.602,-5.5,-2.5
287,287,2019-12-01,DET,SA,132,98,-2.5,-140,120,217.5,0.5683,0.6632,-1.5,-4.0
288,288,2019-12-01,NO,OKC,104,107,-2.5,-140,120,226.5,0.4999,0.5978,0.0,-2.5
289,289,2019-12-01,ORL,GS,100,96,-7.5,-350,275,204.5,0.6798,0.7554,-4.5,-7.0
290,290,2019-12-01,TOR,UTA,130,110,-2.0,-130,110,208.0,0.7621,0.4953,-7.0,0.0
291,291,2019-12-01,LAC,WAS,150,125,-12.0,-1000,650,240.0,0.8105,0.8827,-9.0,-12.5
292,292,2019-12-02,PHI,UTA,103,94,-5.0,-220,180,208.5,0.6738,0.6797,-4.5,-4.5
293,293,2019-12-02,CHA,PHX,104,109,4.0,145,-170,221.5,0.6845,0.3604,-5.0,3.5
294,294,2019-12-02,ATL,GS,104,79,-6.5,-260,210,222.5,0.4777,0.7087,0.5,-5.5
295,295,2019-12-02,MEM,IND,104,117,9.0,350,-450,216.5,0.4012,0.4228,2.5,2.0
296,296,2019-12-02,MIL,NY,132,88,-17.0,-3000,1200,222.5,0.9585,0.9498,-19.5,-18.0
297,297,2019-12-02,SAC,CHI,106,113,-5.0,-220,180,212.0,0.7761,0.7392,-7.5,-6.5
298,298,2019-12-03,CLE,DET,94,127,3.5,142,-165,216.5,0.477,0.5699,0.5,-1.5
299,299,2019-12-03,WAS,ORL,120,127,0.0,-110,-110,229.5,,,,
300,300,2019-12-03,NO,DAL,97,118,4.5,170,-200,233.0,0.4305,0.353,1.5,4.0
301,301,2019-12-03,TOR,MIA,110,121,-5.5,-240,190,212.0,0.7881,0.7645,-8.0,-7.5
302,302,2019-12-03,SA,HOU,135,133,7.0,260,-330,234.0,0.3847,0.1965,3.0,8.5
303,303,2019-12-03,DEN,LAL,96,105,-2.5,-135,115,207.5,0.6904,0.7244,-5.0,-6.0
304,304,2019-12-03,LAC,POR,117,97,-9.0,-450,350,233.0,0.6917,0.8437,-5.0,-10.5
305,305,2019-12-04,DET,MIL,103,127,9.0,375,-500,223.0,0.2894,0.3029,5.5,5.0
306,306,2019-12-04,ORL,PHX,128,114,1.5,105,-125,213.5,0.7686,0.4298,-7.5,2.0
307,307,2019-12-04,CHA,GS,106,91,-2.5,-140,120,213.0,0.6023,0.5945,-2.5,-2.5
308,308,2019-12-04,ATL,BKN,118,130,3.0,130,-150,228.0,0.4915,0.5997,0.0,-2.5
309,309,2019-12-04,BOS,MIA,112,93,-5.5,-230,185,209.0,0.6931,0.6567,-5.0,-4.0
310,310,2019-12-04,CHI,MEM,106,99,-6.5,-300,240,223.0,0.6201,0.5798,-3.0,-2.0
311,311,2019-12-04,OKC,IND,100,107,1.0,105,-125,209.0,0.5779,0.659,-2.0,-4.0
312,312,2019-12-04,DAL,MIN,121,114,-5.5,-240,190,229.0,0.7577,0.6984,-7.0,-5.0
313,313,2019-12-04,UTA,LAL,96,121,-2.0,-125,105,212.5,0.6271,0.6599,-3.0,-4.0
314,314,2019-12-04,POR,SAC,127,116,-5.0,-220,180,216.5,0.754,0.6349,-7.0,-3.5
315,315,2019-12-05,WAS,PHI,119,113,8.0,290,-380,233.0,,,,
316,316,2019-12-05,TOR,HOU,109,119,-2.0,-130,110,230.5,0.7007,0.5852,-5.5,-2.0
317,317,2019-12-05,NY,DEN,92,129,9.0,320,-420,205.0,0.2156,0.151,8.0,10.5
318,318,2019-12-05,NO,PHX,132,139,-4.0,-185,155,235.0,0.641,0.5217,-3.5,-0.5
319,319,2019-12-06,DET,IND,108,101,1.5,105,-125,212.0,0.4675,0.5689,1.0,-1.5
320,320,2019-12-06,CLE,ORL,87,93,4.5,160,-190,210.0,0.3464,0.5262,4.0,-0.5
321,321,2019-12-06,CHA,BKN,104,111,3.0,130,-150,219.0,0.5571,0.5575,-1.5,-1.5
322,322,2019-12-06,OKC,MIN,139,127,-3.5,-170,145,218.0,0.6913,0.6401,-5.0,-3.5
323,323,2019-12-06,MIA,WAS,112,103,-9.5,-550,400,229.0,0.8117,0.8182,-9.0,-9.5
324,324,2019-12-06,CHI,GS,98,100,-4.5,-190,160,215.0,0.5551,0.5902,-1.5,-2.5
325,325,2019-12-06,BOS,DEN,108,95,-3.0,-160,140,205.5,0.6871,0.5784,-5.0,-2.0
326,326,2019-12-06,MIL,LAC,119,91,-4.5,-190,160,233.5,0.7882,0.6014,-8.0,-2.5
327,327,2019-12-06,SA,SAC,105,104,-4.0,-185,155,214.5,0.6625,0.546,-4.0,-1.0
328,328,2019-12-06,POR,LAL,113,136,5.0,170,-200,225.0,0.5498,0.4322,-1.0,1.5
329,329,2019-12-07,DAL,NO,130,84,-9.0,-450,350,232.0,0.843,0.788,-10.5,-8.0
330,330,2019-12-07,PHI,CLE,141,94,-11.0,-700,500,215.0,0.9114,0.8935,-14.5,-13.0
331,331,2019-12-07,NY,IND,103,104,5.5,180,-220,208.0,0.2342,0.3413,7.5,4.0
332,332,2019-12-07,HOU,PHX,115,109,-11.0,-750,525,240.5,0.8755,0.8396,-12.0,-10.5
333,333,2019-12-07,UTA,MEM,126,112,-11.5,-800,550,217.5,0.8324,0.8636,-10.0,-11.5
334,334,2019-12-08,BKN,DEN,105,102,4.5,155,-185,212.5,0.4931,0.2568,0.0,6.5
335,335,2019-12-08,CHA,ATL,107,122,-1.5,-125,105,223.0,0.7139,0.5558,-5.5,-1.5
336,336,2019-12-08,PHI,TOR,110,104,-3.0,-150,130,214.0,0.5675,0.4793,-1.5,0.5
337,337,2019-12-08,MIA,CHI,110,105,-7.0,-310,250,210.5,0.8643,0.8489,-11.5,-10.5
338,338,2019-12-08,WAS,LAC,119,135,9.0,350,-450,236.0,,,,
339,339,2019-12-08,DAL,SAC,106,110,-9.0,-430,330,216.0,0.802,0.7833,-8.5,-8.0
340,340,2019-12-08,POR,OKC,96,108,-4.0,-180,150,223.0,0.6523,0.6146,-4.0,-3.0
341,341,2019-12-08,LAL,MIN,142,125,-10.0,-650,450,227.5,0.8241,0.7704,-9.5,-7.5
342,342,2019-12-09,IND,LAC,99,110,-3.0,-150,130,216.5,0.5924,0.6069,-2.5,-2.5
343,343,2019-12-09,BOS,CLE,110,88,-13.5,-1400,800,216.0,0.9317,0.8534,-16.0,-11.0
344,344,2019-12-09,CHI,TOR,92,93,6.5,220,-270,213.5,0.2491,0.2138,7.0,8.0
345,345,2019-12-09,NO,DET,103,105,0.0,-110,-110,227.5,0.519,0.643,-0.5,-3.5
346,346,2019-12-09,HOU,SAC,118,119,-12.0,-900,600,225.5,0.8445,0.9099,-10.5,-14.5
347,347,2019-12-09,MIL,ORL,110,101,-13.0,-1000,650,217.5,0.8618,0.8964,-11.5,-13.5
348,348,2019-12-09,PHX,MIN,125,109,-3.5,-160,140,233.0,0.5646,0.6946,-1.5,-5.0
349,349,2019-12-09,UTA,OKC,90,104,-9.0,-420,320,206.5,0.6666,0.8835,-4.5,-12.5
350,350,2019-12-09,GS,MEM,102,110,-3.5,-160,140,220.0,0.7241,0.5034,-6.0,0.0
351,351,2019-12-10,PHI,DEN,97,92,-5.5,-220,180,208.0,0.6686,0.641,-4.5,-3.5
352,352,2019-12-10,CHA,WAS,114,107,2.0,110,-130,229.0,0.6086,0.4489,-2.5,1.5
353,353,2019-12-10,MIA,ATL,135,121,-8.5,-425,325,219.0,0.8565,0.7474,-11.0,-6.5
354,354,2019-12-10,POR,NY,115,87,-9.5,-500,375,223.5,0.8822,0.8642,-12.5,-11.5
355,355,2019-12-11,IND,BOS,122,117,-1.0,-120,100,211.0,0.5076,0.4996,0.0,0.0
356,356,2019-12-11,TOR,LAC,92,112,2.5,130,-150,222.5,0.6885,0.7687,-5.0,-7.5
357,357,2019-12-11,ORL,LAL,87,96,8.5,330,-430,210.5,0.4707,0.3445,0.5,4.0
358,358,2019-12-11,CLE,HOU,110,116,11.5,550,-800,230.0,0.1957,0.182,9.0,9.5
359,359,2019-12-11,BKN,CHA,108,113,-10.0,-550,400,217.0,0.7608,0.8275,-7.0,-9.5
360,360,2019-12-11,MIN,UTA,116,127,-1.0,-115,-105,220.5,0.5187,0.5477,-0.5,-1.0
361,361,2019-12-11,CHI,ATL,136,102,-6.5,-275,225,221.5,0.6224,0.6992,-3.0,-5.0
362,362,2019-12-11,PHX,MEM,108,115,-7.0,-300,240,230.5,0.6827,0.7705,-5.0,-7.5
363,363,2019-12-11,MIL,NO,127,112,-9.5,-450,350,232.5,0.9365,0.8663,-16.5,-11.5
364,364,2019-12-11,SAC,OKC,94,93,-1.5,-125,105,207.5,0.5132,0.6896,-0.5,-5.0
365,365,2019-12-11,GS,NY,122,124,-5.0,-210,175,211.0,0.8213,0.7815,-9.5,-8.0
366,366,2019-12-12,BOS,PHI,109,115,-1.0,-115,-105,212.5,0.6723,0.4716,-4.5,0.5
367,367,2019-12-12,SA,CLE,109,117,-11.5,-900,600,218.5,0.8276,0.7297,-9.5,-6.0
368,368,2019-12-12,DET,DAL,111,122,6.5,250,-310,217.5,0.3563,0.289,3.5,5.5
369,369,2019-12-12,DEN,POR,114,99,-7.5,-330,260,216.5,0.7315,0.8023,-6.0,-8.5
370,370,2019-12-13,ORL,HOU,107,130,6.5,225,-275,220.5,0.4524,0.2644,1.0,6.5
371,371,2019-12-13,PHI,NO,116,109,-7.0,-310,250,222.0,0.8881,0.7906,-13.0,-8.0
372,372,2019-12-13,ATL,IND,100,110,6.0,215,-265,224.5,0.3527,0.4513,4.0,1.0
373,373,2019-12-13,MEM,MIL,114,127,12.5,700,-1100,229.0,0.1978,0.38,8.5,3.0
374,374,2019-12-13,MIA,LAL,110,113,5.5,190,-240,211.5,0.563,0.5133,-1.5,-0.5
375,375,2019-12-13,MIN,LAC,117,124,4.5,170,-200,228.0,0.3513,0.4778,4.0,0.5
376,376,2019-12-13,CHI,CHA,73,83,-7.0,-280,230,213.5,0.5952,0.5948,-2.5,-2.5
377,377,2019-12-13,SAC,NY,101,103,-9.0,-430,330,210.5,0.8488,0.8724,-10.5,-12.0
378,378,2019-12-13,UTA,GS,114,106,-14.0,-1400,800,211.0,0.7952,0.8913,-8.5,-13.0
379,379,2019-12-14,PHX,SA,119,121,2.0,105,-125,220.5,0.4436,0.6692,1.5,-4.5
380,380,2019-12-14,TOR,BKN,110,102,-7.0,-320,255,218.5,0.8033,0.8653,-8.5,-11.5
381,381,2019-12-14,CHI,LAC,109,106,3.0,135,-155,214.0,0.2571,0.2026,6.5,8.5
382,382,2019-12-14,MEM,WAS,128,111,-1.5,-125,105,236.5,0.6188,0.6563,-3.0,-4.0
383,383,2019-12-14,DAL,MIA,118,122,-8.5,-425,325,216.5,0.6331,0.754,-3.5,-7.0
384,384,2019-12-14,MIL,CLE,125,108,-14.0,-1500,850,223.0,0.956,0.8576,-19.0,-11.0
385,385,2019-12-14,HOU,DET,107,115,-7.5,-330,260,225.5,0.8458,0.874,-10.5,-12.0
386,386,2019-12-14,DEN,OKC,110,102,-6.0,-260,210,204.5,0.6976,0.8275,-5.0,-9.5
387,387,2019-12-15,NO,ORL,119,130,0.0,-110,-110,216.5,0.4669,0.63,1.0,-3.5
388,388,2019-12-15,IND,CHA,107,85,-11.5,-800,550,210.0,0.8043,0.8231,-9.0,-9.5
389,389,2019-12-15,BKN,PHI,109,89,3.5,145,-170,220.0,0.4308,0.3665,1.5,3.5
390,390,2019-12-15,ATL,LAL,96,101,12.0,575,-850,229.0,0.2377,0.2268,7.0,7.5
391,391,2019-12-15,DEN,NY,111,105,-10.5,-700,500,208.5,0.919,0.931,-15.0,-16.0
392,392,2019-12-15,GS,SAC,79,100,4.5,170,-200,209.5,0.5754,0.41,-2.0,2.5
393,393,2019-12-16,DET,WAS,119,133,-2.5,-140,120,232.0,0.7414,0.4933,-6.5,0.0
394,394,2019-12-16,TOR,CLE,133,113,-13.0,-1200,750,216.5,0.9202,0.9008,-15.0,-13.5
